441 400 1 0
1	0	0
2	0	0.123
3	0	0.276
4	0	0.429
5	0	0.582
6	0	0.735
7	0	0.888
8	0	1.041
9	0	1.194
10	0	1.347
11	0	1.5
12	0	1.653
13	0	1.806
14	0	1.959
15	0	2.112
16	0	2.265
17	0	2.418
18	0	2.571
19	0	2.724
20	0	2.877
21	0	3
22	0.123	0
23	0.123	0.123
24	0.123	0.276
25	0.123	0.429
26	0.123	0.582
27	0.123	0.735
28	0.123	0.888
29	0.123	1.041
30	0.123	1.194
31	0.123	1.347
32	0.123	1.5
33	0.123	1.653
34	0.123	1.806
35	0.123	1.959
36	0.123	2.112
37	0.123	2.265
38	0.123	2.418
39	0.123	2.571
40	0.123	2.724
41	0.123	2.877
42	0.123	3
43	0.276	0
44	0.276	0.123
45	0.276	0.276
46	0.276	0.429
47	0.276	0.582
48	0.276	0.735
49	0.276	0.888
50	0.276	1.041
51	0.276	1.194
52	0.276	1.347
53	0.276	1.5
54	0.276	1.653
55	0.276	1.806
56	0.276	1.959
57	0.276	2.112
58	0.276	2.265
59	0.276	2.418
60	0.276	2.571
61	0.276	2.724
62	0.276	2.877
63	0.276	3
64	0.429	0
65	0.429	0.123
66	0.429	0.276
67	0.429	0.429
68	0.429	0.582
69	0.429	0.735
70	0.429	0.888
71	0.429	1.041
72	0.429	1.194
73	0.429	1.347
74	0.429	1.5
75	0.429	1.653
76	0.429	1.806
77	0.429	1.959
78	0.429	2.112
79	0.429	2.265
80	0.429	2.418
81	0.429	2.571
82	0.429	2.724
83	0.429	2.877
84	0.429	3
85	0.582	0
86	0.582	0.123
87	0.582	0.276
88	0.582	0.429
89	0.582	0.582
90	0.582	0.735
91	0.582	0.888
92	0.582	1.041
93	0.582	1.194
94	0.582	1.347
95	0.582	1.5
96	0.582	1.653
97	0.582	1.806
98	0.582	1.959
99	0.582	2.112
100	0.582	2.265
101	0.582	2.418
102	0.582	2.571
103	0.582	2.724
104	0.582	2.877
105	0.582	3
106	0.735	0
107	0.735	0.123
108	0.735	0.276
109	0.735	0.429
110	0.735	0.582
111	0.735	0.735
112	0.735	0.888
113	0.735	1.041
114	0.735	1.194
115	0.735	1.347
116	0.735	1.5
117	0.735	1.653
118	0.735	1.806
119	0.735	1.959
120	0.735	2.112
121	0.735	2.265
122	0.735	2.418
123	0.735	2.571
124	0.735	2.724
125	0.735	2.877
126	0.735	3
127	0.888	0
128	0.888	0.123
129	0.888	0.276
130	0.888	0.429
131	0.888	0.582
132	0.888	0.735
133	0.888	0.888
134	0.888	1.041
135	0.888	1.194
136	0.888	1.347
137	0.888	1.5
138	0.888	1.653
139	0.888	1.806
140	0.888	1.959
141	0.888	2.112
142	0.888	2.265
143	0.888	2.418
144	0.888	2.571
145	0.888	2.724
146	0.888	2.877
147	0.888	3
148	1.041	0
149	1.041	0.123
150	1.041	0.276
151	1.041	0.429
152	1.041	0.582
153	1.041	0.735
154	1.041	0.888
155	1.041	1.041
156	1.041	1.194
157	1.041	1.347
158	1.041	1.5
159	1.041	1.653
160	1.041	1.806
161	1.041	1.959
162	1.041	2.112
163	1.041	2.265
164	1.041	2.418
165	1.041	2.571
166	1.041	2.724
167	1.041	2.877
168	1.041	3
169	1.194	0
170	1.194	0.123
171	1.194	0.276
172	1.194	0.429
173	1.194	0.582
174	1.194	0.735
175	1.194	0.888
176	1.194	1.041
177	1.194	1.194
178	1.194	1.347
179	1.194	1.5
180	1.194	1.653
181	1.194	1.806
182	1.194	1.959
183	1.194	2.112
184	1.194	2.265
185	1.194	2.418
186	1.194	2.571
187	1.194	2.724
188	1.194	2.877
189	1.194	3
190	1.347	0
191	1.347	0.123
192	1.347	0.276
193	1.347	0.429
194	1.347	0.582
195	1.347	0.735
196	1.347	0.888
197	1.347	1.041
198	1.347	1.194
199	1.347	1.347
200	1.347	1.5
201	1.347	1.653
202	1.347	1.806
203	1.347	1.959
204	1.347	2.112
205	1.347	2.265
206	1.347	2.418
207	1.347	2.571
208	1.347	2.724
209	1.347	2.877
210	1.347	3
211	1.5	0
212	1.5	0.123
213	1.5	0.276
214	1.5	0.429
215	1.5	0.582
216	1.5	0.735
217	1.5	0.888
218	1.5	1.041
219	1.5	1.194
220	1.5	1.347
221	1.5	1.5
222	1.5	1.653
223	1.5	1.806
224	1.5	1.959
225	1.5	2.112
226	1.5	2.265
227	1.5	2.418
228	1.5	2.571
229	1.5	2.724
230	1.5	2.877
231	1.5	3
232	1.653	0
233	1.653	0.123
234	1.653	0.276
235	1.653	0.429
236	1.653	0.582
237	1.653	0.735
238	1.653	0.888
239	1.653	1.041
240	1.653	1.194
241	1.653	1.347
242	1.653	1.5
243	1.653	1.653
244	1.653	1.806
245	1.653	1.959
246	1.653	2.112
247	1.653	2.265
248	1.653	2.418
249	1.653	2.571
250	1.653	2.724
251	1.653	2.877
252	1.653	3
253	1.806	0
254	1.806	0.123
255	1.806	0.276
256	1.806	0.429
257	1.806	0.582
258	1.806	0.735
259	1.806	0.888
260	1.806	1.041
261	1.806	1.194
262	1.806	1.347
263	1.806	1.5
264	1.806	1.653
265	1.806	1.806
266	1.806	1.959
267	1.806	2.112
268	1.806	2.265
269	1.806	2.418
270	1.806	2.571
271	1.806	2.724
272	1.806	2.877
273	1.806	3
274	1.959	0
275	1.959	0.123
276	1.959	0.276
277	1.959	0.429
278	1.959	0.582
279	1.959	0.735
280	1.959	0.888
281	1.959	1.041
282	1.959	1.194
283	1.959	1.347
284	1.959	1.5
285	1.959	1.653
286	1.959	1.806
287	1.959	1.959
288	1.959	2.112
289	1.959	2.265
290	1.959	2.418
291	1.959	2.571
292	1.959	2.724
293	1.959	2.877
294	1.959	3
295	2.112	0
296	2.112	0.123
297	2.112	0.276
298	2.112	0.429
299	2.112	0.582
300	2.112	0.735
301	2.112	0.888
302	2.112	1.041
303	2.112	1.194
304	2.112	1.347
305	2.112	1.5
306	2.112	1.653
307	2.112	1.806
308	2.112	1.959
309	2.112	2.112
310	2.112	2.265
311	2.112	2.418
312	2.112	2.571
313	2.112	2.724
314	2.112	2.877
315	2.112	3
316	2.265	0
317	2.265	0.123
318	2.265	0.276
319	2.265	0.429
320	2.265	0.582
321	2.265	0.735
322	2.265	0.888
323	2.265	1.041
324	2.265	1.194
325	2.265	1.347
326	2.265	1.5
327	2.265	1.653
328	2.265	1.806
329	2.265	1.959
330	2.265	2.112
331	2.265	2.265
332	2.265	2.418
333	2.265	2.571
334	2.265	2.724
335	2.265	2.877
336	2.265	3
337	2.418	0
338	2.418	0.123
339	2.418	0.276
340	2.418	0.429
341	2.418	0.582
342	2.418	0.735
343	2.418	0.888
344	2.418	1.041
345	2.418	1.194
346	2.418	1.347
347	2.418	1.5
348	2.418	1.653
349	2.418	1.806
350	2.418	1.959
351	2.418	2.112
352	2.418	2.265
353	2.418	2.418
354	2.418	2.571
355	2.418	2.724
356	2.418	2.877
357	2.418	3
358	2.571	0
359	2.571	0.123
360	2.571	0.276
361	2.571	0.429
362	2.571	0.582
363	2.571	0.735
364	2.571	0.888
365	2.571	1.041
366	2.571	1.194
367	2.571	1.347
368	2.571	1.5
369	2.571	1.653
370	2.571	1.806
371	2.571	1.959
372	2.571	2.112
373	2.571	2.265
374	2.571	2.418
375	2.571	2.571
376	2.571	2.724
377	2.571	2.877
378	2.571	3
379	2.724	0
380	2.724	0.123
381	2.724	0.276
382	2.724	0.429
383	2.724	0.582
384	2.724	0.735
385	2.724	0.888
386	2.724	1.041
387	2.724	1.194
388	2.724	1.347
389	2.724	1.5
390	2.724	1.653
391	2.724	1.806
392	2.724	1.959
393	2.724	2.112
394	2.724	2.265
395	2.724	2.418
396	2.724	2.571
397	2.724	2.724
398	2.724	2.877
399	2.724	3
400	2.877	0
401	2.877	0.123
402	2.877	0.276
403	2.877	0.429
404	2.877	0.582
405	2.877	0.735
406	2.877	0.888
407	2.877	1.041
408	2.877	1.194
409	2.877	1.347
410	2.877	1.5
411	2.877	1.653
412	2.877	1.806
413	2.877	1.959
414	2.877	2.112
415	2.877	2.265
416	2.877	2.418
417	2.877	2.571
418	2.877	2.724
419	2.877	2.877
420	2.877	3
421	3	0
422	3	0.123
423	3	0.276
424	3	0.429
425	3	0.582
426	3	0.735
427	3	0.888
428	3	1.041
429	3	1.194
430	3	1.347
431	3	1.5
432	3	1.653
433	3	1.806
434	3	1.959
435	3	2.112
436	3	2.265
437	3	2.418
438	3	2.571
439	3	2.724
440	3	2.877
441	3	3
1	1	1	22	23	2
2	1	2	23	24	3
3	1	3	24	25	4
4	1	4	25	26	5
5	1	5	26	27	6
6	1	6	27	28	7
7	1	7	28	29	8
8	1	8	29	30	9
9	1	9	30	31	10
10	1	10	31	32	11
11	1	11	32	33	12
12	1	12	33	34	13
13	1	13	34	35	14
14	1	14	35	36	15
15	1	15	36	37	16
16	1	16	37	38	17
17	1	17	38	39	18
18	1	18	39	40	19
19	1	19	40	41	20
20	1	20	41	42	21
21	1	22	43	44	23
22	1	23	44	45	24
23	1	24	45	46	25
24	1	25	46	47	26
25	1	26	47	48	27
26	1	27	48	49	28
27	1	28	49	50	29
28	1	29	50	51	30
29	1	30	51	52	31
30	1	31	52	53	32
31	1	32	53	54	33
32	1	33	54	55	34
33	1	34	55	56	35
34	1	35	56	57	36
35	1	36	57	58	37
36	1	37	58	59	38
37	1	38	59	60	39
38	1	39	60	61	40
39	1	40	61	62	41
40	1	41	62	63	42
41	1	43	64	65	44
42	1	44	65	66	45
43	1	45	66	67	46
44	1	46	67	68	47
45	1	47	68	69	48
46	1	48	69	70	49
47	1	49	70	71	50
48	1	50	71	72	51
49	1	51	72	73	52
50	1	52	73	74	53
51	1	53	74	75	54
52	1	54	75	76	55
53	1	55	76	77	56
54	1	56	77	78	57
55	1	57	78	79	58
56	1	58	79	80	59
57	1	59	80	81	60
58	1	60	81	82	61
59	1	61	82	83	62
60	1	62	83	84	63
61	1	64	85	86	65
62	1	65	86	87	66
63	1	66	87	88	67
64	1	67	88	89	68
65	1	68	89	90	69
66	1	69	90	91	70
67	1	70	91	92	71
68	1	71	92	93	72
69	1	72	93	94	73
70	1	73	94	95	74
71	1	74	95	96	75
72	1	75	96	97	76
73	1	76	97	98	77
74	1	77	98	99	78
75	1	78	99	100	79
76	1	79	100	101	80
77	1	80	101	102	81
78	1	81	102	103	82
79	1	82	103	104	83
80	1	83	104	105	84
81	1	85	106	107	86
82	1	86	107	108	87
83	1	87	108	109	88
84	1	88	109	110	89
85	1	89	110	111	90
86	1	90	111	112	91
87	1	91	112	113	92
88	1	92	113	114	93
89	1	93	114	115	94
90	1	94	115	116	95
91	1	95	116	117	96
92	1	96	117	118	97
93	1	97	118	119	98
94	1	98	119	120	99
95	1	99	120	121	100
96	1	100	121	122	101
97	1	101	122	123	102
98	1	102	123	124	103
99	1	103	124	125	104
100	1	104	125	126	105
101	1	106	127	128	107
102	1	107	128	129	108
103	1	108	129	130	109
104	1	109	130	131	110
105	1	110	131	132	111
106	1	111	132	133	112
107	1	112	133	134	113
108	1	113	134	135	114
109	1	114	135	136	115
110	1	115	136	137	116
111	1	116	137	138	117
112	1	117	138	139	118
113	1	118	139	140	119
114	1	119	140	141	120
115	1	120	141	142	121
116	1	121	142	143	122
117	1	122	143	144	123
118	1	123	144	145	124
119	1	124	145	146	125
120	1	125	146	147	126
121	1	127	148	149	128
122	1	128	149	150	129
123	1	129	150	151	130
124	1	130	151	152	131
125	1	131	152	153	132
126	1	132	153	154	133
127	1	133	154	155	134
128	1	134	155	156	135
129	1	135	156	157	136
130	1	136	157	158	137
131	1	137	158	159	138
132	1	138	159	160	139
133	1	139	160	161	140
134	1	140	161	162	141
135	1	141	162	163	142
136	1	142	163	164	143
137	1	143	164	165	144
138	1	144	165	166	145
139	1	145	166	167	146
140	1	146	167	168	147
141	1	148	169	170	149
142	1	149	170	171	150
143	1	150	171	172	151
144	1	151	172	173	152
145	1	152	173	174	153
146	1	153	174	175	154
147	1	154	175	176	155
148	1	155	176	177	156
149	1	156	177	178	157
150	1	157	178	179	158
151	1	158	179	180	159
152	1	159	180	181	160
153	1	160	181	182	161
154	1	161	182	183	162
155	1	162	183	184	163
156	1	163	184	185	164
157	1	164	185	186	165
158	1	165	186	187	166
159	1	166	187	188	167
160	1	167	188	189	168
161	1	169	190	191	170
162	1	170	191	192	171
163	1	171	192	193	172
164	1	172	193	194	173
165	1	173	194	195	174
166	1	174	195	196	175
167	1	175	196	197	176
168	1	176	197	198	177
169	1	177	198	199	178
170	1	178	199	200	179
171	1	179	200	201	180
172	1	180	201	202	181
173	1	181	202	203	182
174	1	182	203	204	183
175	1	183	204	205	184
176	1	184	205	206	185
177	1	185	206	207	186
178	1	186	207	208	187
179	1	187	208	209	188
180	1	188	209	210	189
181	1	190	211	212	191
182	1	191	212	213	192
183	1	192	213	214	193
184	1	193	214	215	194
185	1	194	215	216	195
186	1	195	216	217	196
187	1	196	217	218	197
188	1	197	218	219	198
189	1	198	219	220	199
190	1	199	220	221	200
191	1	200	221	222	201
192	1	201	222	223	202
193	1	202	223	224	203
194	1	203	224	225	204
195	1	204	225	226	205
196	1	205	226	227	206
197	1	206	227	228	207
198	1	207	228	229	208
199	1	208	229	230	209
200	1	209	230	231	210
201	1	211	232	233	212
202	1	212	233	234	213
203	1	213	234	235	214
204	1	214	235	236	215
205	1	215	236	237	216
206	1	216	237	238	217
207	1	217	238	239	218
208	1	218	239	240	219
209	1	219	240	241	220
210	1	220	241	242	221
211	1	221	242	243	222
212	1	222	243	244	223
213	1	223	244	245	224
214	1	224	245	246	225
215	1	225	246	247	226
216	1	226	247	248	227
217	1	227	248	249	228
218	1	228	249	250	229
219	1	229	250	251	230
220	1	230	251	252	231
221	1	232	253	254	233
222	1	233	254	255	234
223	1	234	255	256	235
224	1	235	256	257	236
225	1	236	257	258	237
226	1	237	258	259	238
227	1	238	259	260	239
228	1	239	260	261	240
229	1	240	261	262	241
230	1	241	262	263	242
231	1	242	263	264	243
232	1	243	264	265	244
233	1	244	265	266	245
234	1	245	266	267	246
235	1	246	267	268	247
236	1	247	268	269	248
237	1	248	269	270	249
238	1	249	270	271	250
239	1	250	271	272	251
240	1	251	272	273	252
241	1	253	274	275	254
242	1	254	275	276	255
243	1	255	276	277	256
244	1	256	277	278	257
245	1	257	278	279	258
246	1	258	279	280	259
247	1	259	280	281	260
248	1	260	281	282	261
249	1	261	282	283	262
250	1	262	283	284	263
251	1	263	284	285	264
252	1	264	285	286	265
253	1	265	286	287	266
254	1	266	287	288	267
255	1	267	288	289	268
256	1	268	289	290	269
257	1	269	290	291	270
258	1	270	291	292	271
259	1	271	292	293	272
260	1	272	293	294	273
261	1	274	295	296	275
262	1	275	296	297	276
263	1	276	297	298	277
264	1	277	298	299	278
265	1	278	299	300	279
266	1	279	300	301	280
267	1	280	301	302	281
268	1	281	302	303	282
269	1	282	303	304	283
270	1	283	304	305	284
271	1	284	305	306	285
272	1	285	306	307	286
273	1	286	307	308	287
274	1	287	308	309	288
275	1	288	309	310	289
276	1	289	310	311	290
277	1	290	311	312	291
278	1	291	312	313	292
279	1	292	313	314	293
280	1	293	314	315	294
281	1	295	316	317	296
282	1	296	317	318	297
283	1	297	318	319	298
284	1	298	319	320	299
285	1	299	320	321	300
286	1	300	321	322	301
287	1	301	322	323	302
288	1	302	323	324	303
289	1	303	324	325	304
290	1	304	325	326	305
291	1	305	326	327	306
292	1	306	327	328	307
293	1	307	328	329	308
294	1	308	329	330	309
295	1	309	330	331	310
296	1	310	331	332	311
297	1	311	332	333	312
298	1	312	333	334	313
299	1	313	334	335	314
300	1	314	335	336	315
301	1	316	337	338	317
302	1	317	338	339	318
303	1	318	339	340	319
304	1	319	340	341	320
305	1	320	341	342	321
306	1	321	342	343	322
307	1	322	343	344	323
308	1	323	344	345	324
309	1	324	345	346	325
310	1	325	346	347	326
311	1	326	347	348	327
312	1	327	348	349	328
313	1	328	349	350	329
314	1	329	350	351	330
315	1	330	351	352	331
316	1	331	352	353	332
317	1	332	353	354	333
318	1	333	354	355	334
319	1	334	355	356	335
320	1	335	356	357	336
321	1	337	358	359	338
322	1	338	359	360	339
323	1	339	360	361	340
324	1	340	361	362	341
325	1	341	362	363	342
326	1	342	363	364	343
327	1	343	364	365	344
328	1	344	365	366	345
329	1	345	366	367	346
330	1	346	367	368	347
331	1	347	368	369	348
332	1	348	369	370	349
333	1	349	370	371	350
334	1	350	371	372	351
335	1	351	372	373	352
336	1	352	373	374	353
337	1	353	374	375	354
338	1	354	375	376	355
339	1	355	376	377	356
340	1	356	377	378	357
341	1	358	379	380	359
342	1	359	380	381	360
343	1	360	381	382	361
344	1	361	382	383	362
345	1	362	383	384	363
346	1	363	384	385	364
347	1	364	385	386	365
348	1	365	386	387	366
349	1	366	387	388	367
350	1	367	388	389	368
351	1	368	389	390	369
352	1	369	390	391	370
353	1	370	391	392	371
354	1	371	392	393	372
355	1	372	393	394	373
356	1	373	394	395	374
357	1	374	395	396	375
358	1	375	396	397	376
359	1	376	397	398	377
360	1	377	398	399	378
361	1	379	400	401	380
362	1	380	401	402	381
363	1	381	402	403	382
364	1	382	403	404	383
365	1	383	404	405	384
366	1	384	405	406	385
367	1	385	406	407	386
368	1	386	407	408	387
369	1	387	408	409	388
370	1	388	409	410	389
371	1	389	410	411	390
372	1	390	411	412	391
373	1	391	412	413	392
374	1	392	413	414	393
375	1	393	414	415	394
376	1	394	415	416	395
377	1	395	416	417	396
378	1	396	417	418	397
379	1	397	418	419	398
380	1	398	419	420	399
381	1	400	421	422	401
382	1	401	422	423	402
383	1	402	423	424	403
384	1	403	424	425	404
385	1	404	425	426	405
386	1	405	426	427	406
387	1	406	427	428	407
388	1	407	428	429	408
389	1	408	429	430	409
390	1	409	430	431	410
391	1	410	431	432	411
392	1	411	432	433	412
393	1	412	433	434	413
394	1	413	434	435	414
395	1	414	435	436	415
396	1	415	436	437	416
397	1	416	437	438	417
398	1	417	438	439	418
399	1	418	439	440	419
400	1	419	440	441	420
1 0.98 2438.42 53 9.96 0 0.27 1
1 1 20 30.00 
15.0 4
1	20	1
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20
2	20	2
381	382	383	384	385	386	387	388	389	390	391	392	393	394	395	396	397	398	399	400
3	20	3
1	21	41	61	81	101	121	141	161	181	201	221	241	261	281	301	321	341	361	381
4	20	4
20	40	60	80	100	120	140	160	180	200	220	240	260	280	300	320	340	360	380	400
1	22	43	64	85	106	127	148	169	190	211	232	253	274	295	316	337	358	379	400	421
421	422	423	424	425	426	427	428	429	430	431	432	433	434	435	436	437	438	439	440	441
21	42	63	84	105	126	147	168	189	210	231	252	273	294	315	336	357	378	399	420	441
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21




























	
